,name,company,year,Price,fuel_type,Mileage
618,Maruti Suzuki Omni,Maruti,2000,"35,999",Petrol,"60,000"
619,Mahindra KUV100,Mahindra,2016,"3,80,000",Petrol,"26,500"
620,Mahindra KUV100 K8 6 STR,Mahindra,2019,"5,60,000",Petrol,"2,875"
621,Datsun Go Plus,Datsun,2016,"2,85,000",Petrol,"13,900"
622,Ford Endeavor 4x4 Thunder Plus,Ford,2019,"29,00,000",Diesel,"9,000"
623,Tata Indica V2,Tata,2005,"39,999",Diesel,"80,000"
624,Hyundai Santro Xing GL,Hyundai,2006,"85,000",Petrol,"60,000"
625,Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,"3,95,000",Petrol,"20,000"
626,Maruti Suzuki Swift Select Variant,Maruti,2008,"1,75,000",Diesel,"58,000"
627,Maruti Suzuki Alto 800 Lx,Maruti,2019,"4,00,000",Petrol,"1,500"
628,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,"7,50,000",Diesel,"75,000"
629,Maruti Suzuki Alto 800,Maruti,2016,"2,50,000",Petrol,"2,450"
630,Maruti Suzuki Alto AX,Maruti,2019,"4,25,000",Petrol,"1,625"
631,Maruti Suzuki Alto 800 Lx,Maruti,2019,Ask For Price,Petrol,"1,500"
632,Volkswagen Polo Highline1.2L P,Volkswagen,2017,"5,25,000",Petrol,"45,000"
633,Mahindra Logan,Mahindra,2009,"1,30,000",Diesel,"65,000"
634,Maruti Suzuki 800 Std BS III,Maruti,2000,"30,000",Petrol,"33,400"
635,Mahindra Scorpio,Mahindra,2011,"4,75,000",Diesel,"60,123"
636,Chevrolet Sail 1.2 LS,Chevrolet,2013,"3,00,000",Petrol,"28,000"
637,Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,2015,Ask For Price,Diesel,"38,900"
638,Hyundai Santro AE GLS Audio,Hyundai,2003,"60,000",Petrol,"70,000"
639,Maruti Suzuki Wagon R VXi Minor,Maruti,2006,"1,00,000",Petrol,"7,000"
640,Hyundai Eon,Hyundai,2018,"2,60,000",Petrol,"25,000"
641,Tata Manza,Tata,2015,"1,00,000",Diesel,"1,00,000"
642,Toyota Innova 2.0 G1 Petrol 8seater,Toyota,2019,Ask For Price,Petrol,"4,000"
643,Toyota Etios G,Toyota,2013,"2,65,000",Petrol,"42,000"
644,Toyota Qualis,Toyota,2003,"1,80,000",Diesel,"1,00,000"
645,Hyundai Santro Xing,Hyundai,2004,"45,000",Petrol,"1,37,495"
646,Tata Indica eV2 LS,Tata,2016,"50,500",Diesel,"91,200"
647,Honda City 1.5 S MT,Honda,2009,"2,70,000",Petrol,"55,000"
648,Tata Zest XE 75 PS Diesel,Tata,2017,"2,90,000",Diesel,"1,20,000"
649,Mahindra Quanto C4,Mahindra,2013,"3,25,000",Diesel,"63,000"
650,Tata Indigo eCS LX CR4 BS IV,Tata,2016,"1,60,000",Diesel,"1,04,000"
651,Maruti Suzuki Swift Dzire,Maruti,2016,"3,50,000",Diesel,"1,46,000"
652,Hyundai Elite i20,Hyundai,2011,"2,90,000",Petrol,"40,000"
653,Hyundai i20 Select Variant,Hyundai,2011,"2,90,000",Petrol,"40,000"
654,Chevrolet Tavera Neo,Chevrolet,2007,"4,65,000",Diesel,"1,00,800"
655,Maruti Suzuki Dzire,Maruti,2016,"3,25,000",Diesel,"1,50,000"
656,Hyundai Elite i20,Hyundai,2018,"5,10,000",Petrol,"2,100"
657,Honda City VX Petrol,Honda,2016,"8,60,000",Petrol,"95,000"
658,Maruti Suzuki Dzire,Maruti,2016,"4,50,000",Diesel,"2,500"
659,Hyundai Getz,Hyundai,2006,"1,25,000",Petrol,"80,000"
660,Mercedes Benz C Class 200 K MT,Mercedes,2006,"5,00,001",Petrol,"15,000"
661,Maruti Suzuki Alto LXi BS III,Maruti,2005,"95,000",Petrol,"65,000"
662,Skoda Fabia,Skoda,2009,"1,10,000",Petrol,"45,000"
663,Maruti Suzuki Alto 800 Select Variant,Maruti,2015,Ask For Price,Petrol,"70,000"
664,Maruti Suzuki Ritz VXI ABS,Maruti,2011,"2,70,000",Petrol,"50,000"
665,Tata Indica V2 DLE BS III,Tata,2009,"1,10,000",Diesel,"30,000"
666,Toyota Corolla Altis,Toyota,2009,"3,00,000",Petrol,"1,32,000"
667,Tata Zest XM Diesel,Tata,2018,"2,60,000",Diesel,"27,000"
668,Mahindra Quanto C8,Mahindra,2013,"3,90,000",Diesel,"40,000"
